iter	Logloss
163	0.2411369351
164	0.2404237013
165	0.2396547158
166	0.2393310007
167	0.2383605611
168	0.2378827323
169	0.237327961
170	0.2366992419
171	0.2361637921
172	0.2354309508
173	0.2348607682
174	0.2343999147
175	0.2336495449
176	0.2329350524
177	0.2319246157
178	0.2314612064
179	0.2309395658
180	0.2301974548
181	0.2297003236
182	0.229324843
183	0.2289021747
184	0.2283953923
185	0.2277062866
186	0.2271632264
187	0.2264241672
188	0.2258834722
189	0.2255352095
190	0.2248506623
191	0.2240939219
192	0.2234840093
193	0.2229355132
194	0.2220819749
195	0.2215822879
196	0.221127023
197	0.2206296247
198	0.2197437188
199	0.2185434437
200	0.2175210289
201	0.2163967998
202	0.2159655484
203	0.2151841842
204	0.2147847665
205	0.214470836
206	0.2137796131
207	0.2132854192
208	0.2129272956
209	0.2125856895
210	0.2121939012
211	0.2117117426
212	0.2110378575
213	0.2105000426
214	0.2101516464
215	0.2098250321
216	0.2095378236
217	0.208941949
218	0.2085734685
219	0.2081155905
220	0.2072789895
221	0.2068205774
222	0.2063570537
223	0.2060587636
224	0.2057885877
225	0.2054788725
226	0.2052642959
227	0.2048151536
228	0.2043735643
229	0.203771529
230	0.2033604192
231	0.2030737066
232	0.2027167274
233	0.2024550774
234	0.2021047738
235	0.2017767863
236	0.2008189542
237	0.2003666838
238	0.1999687538
239	0.1996603547
240	0.1994354212
241	0.1992471278
242	0.1989040721
243	0.1986003079
244	0.1981921545
245	0.1978095214
246	0.1973395699
247	0.1970204706
248	0.1960856411
249	0.1957047056
250	0.1953622222
251	0.1950777984
252	0.194797609
253	0.1945049837
254	0.1936512738
255	0.1930929739
256	0.192725962
257	0.1924005875
258	0.1918197428
259	0.1916058909
260	0.1913367069
261	0.191072749
262	0.1904214278
263	0.1899569313
264	0.1895758241
265	0.189247951
266	0.1888674732
267	0.1884818074
268	0.1880113028
269	0.1876182747
270	0.1873806572
271	0.1868279268
272	0.1864764407
273	0.1861754231
274	0.1856437498
275	0.1854461485
276	0.1847390755
277	0.1843858919
278	0.1841916667
279	0.1838866245
280	0.1836195195
281	0.1832570089
282	0.1829910101
283	0.1827065101
284	0.1823255364
285	0.1820446222
286	0.1818366068
287	0.1815522975
288	0.1812316341
289	0.1809692784
290	0.1807516309
291	0.1805072996
292	0.1801370834
293	0.1799232315
294	0.1792823817
295	0.1789602115
296	0.1786788967
297	0.1784202603
298	0.1779316168
299	0.177620948
300	0.1774261887
301	0.1771062692
302	0.1767708048
303	0.1762043415
304	0.1753802336
305	0.174627823
306	0.1743365328
307	0.1740278857
308	0.1734930653
309	0.1733105512
310	0.1729396865
311	0.1727687308
312	0.172474427
313	0.1722580766
314	0.1720686197
315	0.1717436839
316	0.1715314151
317	0.1710959485
318	0.1708467344
319	0.1705585722
320	0.1702606445
321	0.1697556931
322	0.1693852098
323	0.1691167315
324	0.168837038
325	0.1686337529
326	0.1683891355
327	0.1679998648
328	0.1677884162
329	0.1674876274
330	0.1672908654
331	0.1669198671
332	0.1665157191
333	0.1661268299
334	0.1658840436
335	0.1656281157
336	0.165329959
337	0.1650704834
338	0.1649070618
339	0.1646442483
340	0.164299972
341	0.1640183902
342	0.1638370968
343	0.1635490681
344	0.1633405187
345	0.1628646163
346	0.1626371841
347	0.1623535042
348	0.1622187692
349	0.1620505411
350	0.1619630129
351	0.16126973
352	0.1609002576
353	0.1606525122
354	0.1604368292
355	0.16026389
356	0.159954871
357	0.1597711743
358	0.1592085352
359	0.1589044467
360	0.1587452118
361	0.1585185426
362	0.1582506269
363	0.1580907911
364	0.1576827712
365	0.1574434944
366	0.15704195
367	0.15685935
368	0.1564872264
369	0.156241312
370	0.1558404352
371	0.1556294825
372	0.1554071715
373	0.1549935822
374	0.1545096403
375	0.1543336207
376	0.1541737372
377	0.1539534862
378	0.1537383373
379	0.1532402906
380	0.1527896701
381	0.152547847
382	0.152062198
383	0.1519050993
384	0.1517569079
385	0.1514767947
386	0.1512351814
387	0.150903713
388	0.1507271021
389	0.1501295204
390	0.1499543114
391	0.1497286816
392	0.1495151636
393	0.1492613242
394	0.1489591049
395	0.1488728832
396	0.1487106251
397	0.1482166315
398	0.1479460837
399	0.147712424
400	0.147497504
401	0.1470893411
402	0.1469060545
403	0.1467349272
404	0.1464946204
405	0.1463014919
406	0.1461888153
407	0.1460620148
408	0.145797685
409	0.1456784376
410	0.1454679236
411	0.1452119384
412	0.1449676262
413	0.1448058735
414	0.1446845662
415	0.144520973
416	0.1443673742
417	0.1440721549
418	0.1439298953
419	0.1436667385
420	0.1434559003
421	0.1432324735
422	0.1429111235
423	0.1427580398
424	0.142488932
425	0.1423378415
426	0.1420721765
427	0.1417420718
428	0.1414870784
429	0.140976386
430	0.140707488
431	0.1403588057
432	0.1401696731
433	0.1400174477
434	0.1398682167
435	0.1396949723
436	0.1393761019
437	0.1391213851
438	0.1389736896
439	0.1387504154
440	0.138653999
441	0.1384415681
442	0.1379726943
443	0.1378388461
444	0.137686573
445	0.1374915276
446	0.1372987805
447	0.1369962083
448	0.1367396223
449	0.1365174831
450	0.1362556423
451	0.1360243954
452	0.135872952
453	0.1356301085
454	0.1352891604
455	0.1351407974
456	0.134926564
457	0.1346767682
458	0.13442558
459	0.1341177913
460	0.1338917896
461	0.1337713787
462	0.1336581967
463	0.1334604428
464	0.1329880213
465	0.1328205085
466	0.1324556614
467	0.1323452355
468	0.1322023942
469	0.1320462873
470	0.1318013933
471	0.1314868621
472	0.1314232425
473	0.1311496334
474	0.1309674626
475	0.1307317907
476	0.1304784853
477	0.1301031574
478	0.1299347767
479	0.1295330511
480	0.1293279444
481	0.1291000258
482	0.1289404476
483	0.1287630165
484	0.1286641682
485	0.1283477392
486	0.1279443541
487	0.1277149955
488	0.1274674885
489	0.1271985047
490	0.1269812483
491	0.1268799395
492	0.1267181868
493	0.126582088
494	0.1264308544
495	0.1262654491
496	0.1261609169
497	0.1260678002
498	0.1258603093
499	0.1256524179
500	0.1255182837
501	0.1253899668
502	0.1252520847
503	0.1250947189
504	0.1249212551
505	0.1247750188
506	0.1246147062
507	0.1244123079
508	0.1241853716
509	0.1240185741
510	0.1237171272
511	0.1233636861
512	0.1232394415
513	0.1230411345
514	0.1229242903
515	0.1228161723
516	0.1226391323
517	0.1225276764
518	0.1223454293
519	0.122130948
520	0.121962224
521	0.1218019209
522	0.1216358863
523	0.121458541
524	0.1212466824
525	0.121057626
526	0.1207117952
527	0.120321075
528	0.1202216163
529	0.1200487629
530	0.1199339501
531	0.1198030106
532	0.1195887964
533	0.119442827
534	0.1193020457
535	0.1191662997
536	0.1190197581
537	0.1188599891
538	0.1187262554
539	0.1186103077
540	0.1184872075
541	0.118334572
542	0.1182283804
543	0.1181124136
544	0.1178985903
545	0.1177311347
546	0.1175523399
547	0.1173682808
548	0.1172019792
549	0.1170614744
550	0.1168798281
551	0.1167157008
552	0.1165513637
553	0.1164220645
554	0.1163141086
555	0.1160336999
556	0.1158603887
557	0.1157091551
558	0.1155488806
559	0.1153613311
560	0.1151852256
561	0.1149649365
562	0.1147195466
563	0.1146691926
564	0.1145472272
565	0.1143081984
566	0.1141585383
567	0.1140472255
568	0.1138537346
569	0.1137806068
570	0.113272413
571	0.1131311453
572	0.112909912
573	0.1127630843
574	0.1126274242
575	0.112494854
576	0.1122924843
577	0.1120607416
578	0.1118606989
579	0.1117011206
580	0.1115496772
581	0.1114242214
582	0.1112869018
583	0.1112086338
584	0.1110780472
585	0.1108631368
586	0.1107867094
587	0.1105692431
588	0.110377669
589	0.1103131816
590	0.1100705192
591	0.1098581551
592	0.109568715
593	0.1094644212
594	0.1093700171
595	0.1091798449
596	0.10872355
597	0.1085421994
598	0.108306413
599	0.1081908277
600	0.1080750422
601	0.1078201251
602	0.1076451355
603	0.1075071007
604	0.1071528585
605	0.1070270212
606	0.1067539652
607	0.1066554316
608	0.1064994868
609	0.106300188
610	0.1061669407
611	0.1060340176
612	0.1057785379
613	0.1055067217
614	0.1053815329
615	0.1052843917
616	0.1051889957
617	0.1051014579
618	0.1048119797
619	0.1046962991
620	0.1044783273
621	0.1042784373
622	0.104080588
623	0.1039767711
624	0.1037944477
625	0.1036222523
626	0.1034239453
627	0.103258521
628	0.1031049414
629	0.1027080032
630	0.1025214931
631	0.1023585484
632	0.1022006009
633	0.1020101427
634	0.1016567397
635	0.1012228657
636	0.1011145855
637	0.100928581
638	0.1005749777
639	0.1003741912
640	0.1002990035
641	0.09986559681
642	0.09974617775
643	0.09927817176
644	0.09914873912
645	0.09893835863
646	0.09875494804
647	0.09865595668
648	0.09857928129
649	0.09846020555
650	0.09827525954
651	0.09814524516
652	0.09798521866
653	0.09787447804
654	0.09767907023
655	0.09757974508
656	0.09739336856
657	0.0971969594
658	0.09701701065
659	0.0968365183
660	0.09669867426
661	0.09654612456
662	0.09646637834
663	0.09633236806
664	0.09615603374
665	0.09598730973
666	0.09585402424
667	0.09548958725
668	0.09530761671
669	0.0952094169
670	0.09497895203
671	0.09487244572
672	0.09484004941
673	0.09477660148
674	0.0946876523
675	0.09462227795
676	0.09440479259
677	0.0941994761
678	0.09406497946
679	0.09394108766
680	0.09383832929
681	0.09365952495
682	0.09352242477
683	0.09337163937
684	0.09326161399
685	0.09306525251
686	0.09294167543
687	0.09278639823
688	0.09264244113
689	0.09258718526
690	0.09240493815
691	0.09215849925
692	0.09203782134
693	0.09189867076
694	0.09177577079
695	0.09167243067
696	0.09153635093
697	0.09140925479
698	0.0911646374
699	0.09108356557
700	0.09092877474
701	0.09081899732
702	0.09076999755
703	0.090656682
704	0.09056162931
705	0.09051718811
706	0.09036314114
707	0.09023209679
708	0.09016059031
709	0.09004841917
710	0.08998119469
711	0.08983143926
712	0.08971930627
713	0.08958337911
714	0.08945757997
715	0.08931833402
716	0.08923852105
717	0.08912870548
718	0.08904502059
719	0.08889928966
720	0.0888252178
721	0.0887398449
722	0.08861302533
723	0.08849269074
724	0.08827730346
725	0.08813640766
726	0.08803804572
727	0.08796082673
728	0.08783013524
729	0.08773897354
730	0.08756925772
731	0.0874472542
732	0.08736308293
733	0.08728152472
734	0.08722291192
735	0.08715151988
736	0.08703995909
737	0.08697674004
738	0.08662701824
739	0.08654309493
740	0.08640857921
741	0.08636220204
742	0.08622327081
743	0.08615033382
744	0.08597807168
745	0.08576121574
746	0.08569030054
747	0.08553679717
748	0.08529375334
749	0.08521130822
750	0.08506274488
751	0.08497589379
752	0.08484601293
753	0.08473423279
754	0.08461247723
755	0.08438761997
756	0.08413285549
757	0.08407678899
758	0.08402522384
759	0.08391155543
760	0.08379224127
761	0.08349840477
762	0.08328672728
763	0.08318255747
764	0.08307713834
765	0.08288726184
766	0.08265566211
767	0.08256111486
768	0.08245770799
769	0.08237214436
770	0.08218597765
771	0.08203614592
772	0.08189259891
773	0.08181435949
774	0.08160433186
775	0.08134826085
776	0.08109637647
777	0.08101352127
778	0.08090672885
779	0.08074112335
780	0.08065555972
781	0.08055026457
782	0.0805078833
783	0.08043530871
784	0.08018117365
785	0.07983801313
786	0.0797381873
787	0.07955327944
788	0.07936277352
789	0.07918193308
790	0.07907803983
791	0.07896864388
792	0.07880620936
793	0.07871393663
794	0.07863112911
795	0.07843509188
796	0.07834284776
797	0.07824708458
798	0.07819850919
799	0.07814640998
800	0.07807226659
801	0.07795954232
802	0.07780279646
803	0.07775258552
804	0.07755063551
805	0.07744122049
806	0.07730482126
807	0.07715817958
808	0.07708063634
809	0.07678441089
810	0.07670293851
811	0.07662190006
812	0.076504622
813	0.07639709525
814	0.07635263497
815	0.07621772347
816	0.07614355625
817	0.07593446798
818	0.0758015592
819	0.07570657327
820	0.07559368211
821	0.07553223689
822	0.07543536745
823	0.07531538572
824	0.07513260456
825	0.07507639501
826	0.0750226221
827	0.07491842845
828	0.07483794789
829	0.07470801458
830	0.0745178186
831	0.07437777157
832	0.07425428032
833	0.07414661529
834	0.07408821229
835	0.07400334961
836	0.07392975935
837	0.07382974756
838	0.07365447181
839	0.07352745673
840	0.07336737778
841	0.07325523048
842	0.07315323505
843	0.07285869282
844	0.07277566596
845	0.07263698745
846	0.07244625265
847	0.07235074696
848	0.07216481868
849	0.07202805705
850	0.07195570657
851	0.07189143371
852	0.07179339602
853	0.07167573172
854	0.07141276564
855	0.07136995045
856	0.07116907809
857	0.0710880301
858	0.07088919384
859	0.07065105666
860	0.07039873359
861	0.07035374402
862	0.07027970553
863	0.07004850157
864	0.06996595155
865	0.06983447805
866	0.06953999781
867	0.06931123049
868	0.06924693855
869	0.06914500987
870	0.06912383831
871	0.06907889165
872	0.06897618096
873	0.06887395664
874	0.0688281183
875	0.06874797154
876	0.06861079983
877	0.06842536745
878	0.06840512095
879	0.06835794747
880	0.06824889961
881	0.06807502576
882	0.06781668501
883	0.06771663507
884	0.06751438942
885	0.06744664041
886	0.06736461968
887	0.06732158037
888	0.0672059617
889	0.06709682324
890	0.06706757406
891	0.06699595791
892	0.06692660197
893	0.06676812519
894	0.06667673937
895	0.06660030717
896	0.06655366774
897	0.06645165323
898	0.06641009688
899	0.06636118294
900	0.06624048119
901	0.06615968593
902	0.06606919657
903	0.06594953909
904	0.06590276614
905	0.06580654043
906	0.06563689613
907	0.06556389715
908	0.06551051048
909	0.0654468289
910	0.06541684539
911	0.06526333725
912	0.06521599687
913	0.06512707153
914	0.06503396911
915	0.06491919444
916	0.06486800598
917	0.06478684356
918	0.0646567052
919	0.06460938389
920	0.064396953
921	0.06431236689
922	0.06426840251
923	0.06425319141
924	0.06411576222
925	0.06402708007
926	0.06393685774
927	0.06385329205
928	0.063839521
929	0.06369198763
930	0.06362852539
931	0.06356019941
932	0.06345380754
933	0.06332995389
934	0.06329340911
935	0.06316585997
936	0.06296694741
937	0.06293663965
938	0.06283440103
939	0.06274811737
940	0.06269481176
941	0.06240792754
942	0.06222649583
943	0.06211423886
944	0.06208354009
945	0.06199895874
946	0.06192294615
947	0.06181408426
948	0.06156034021
949	0.06148942978
950	0.06143788847
951	0.0614135221
952	0.06131513155
953	0.06125179329
954	0.06113963169
955	0.06094664621
956	0.06088365604
957	0.0607634645
958	0.06061657963
959	0.06044676843
960	0.06033970422
961	0.06024093697
962	0.06019569467
963	0.06001289444
964	0.05992497523
965	0.05988193115
966	0.05981756292
967	0.05975890243
968	0.05970715131
969	0.05964734641
970	0.05951403709
971	0.05937724686
972	0.05930648901
973	0.05916652781
974	0.05902287112
975	0.0589211904
976	0.05882765882
977	0.05877801532
978	0.05873073216
979	0.05865918277
980	0.05858693242
981	0.05854315879
982	0.05838654644
983	0.05822497498
984	0.05817723406
985	0.05812678471
986	0.05797916073
987	0.05786172532
988	0.05780769968
989	0.05770908502
990	0.05757038267
991	0.05753014716
992	0.05747421418
993	0.05736858525
994	0.05729698817
995	0.05716001674
996	0.05710277245
997	0.05704513716
998	0.05697899987
999	0.05688059501
